Id,House Type,Zone,LotFrontage,LotArea,Street,Alley Type,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Type of Dwelling,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Roof Material,Exterior Quality,Exterior Condition,BsmtQual,BsmtCond,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical System,1stFlrSF,2ndFlrSF,Above Ground Living Area,KitchenQual,Total Rm above Ground,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1210,20,RL,85,10182,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,1Fam,1Story,8,5,2006,2006,Hip,CompShg,Gd,TA,Ex,TA,440,1660,GasA,Ex,Y,SBrkr,1660,0,1660,Gd,8,1,Gd,Attchd,2006,RFn,2,500,TA,TA,Y,5,2006,New,Partial,290000
1211,60,RL,70,11218,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Gd,TA,Gd,TA,1055,1055,GasA,Ex,Y,SBrkr,1055,790,1845,Gd,8,1,TA,Attchd,1992,RFn,2,462,TA,TA,Y,5,2010,WD,Normal,189000
1212,50,RL,152,12134,Pave,NA,IR1,Bnk,AllPub,Inside,Mod,Gilbert,1Fam,1.5Fin,8,7,1988,2005,Gable,CompShg,Gd,TA,Gd,TA,132,559,GasA,Gd,Y,SBrkr,1080,672,1752,TA,8,0,NA,Basment,1988,RFn,2,492,TA,TA,Y,6,2010,WD,Normal,164000
1213,30,RL,50,9340,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1Fam,1Story,4,6,1941,1950,Hip,CompShg,TA,TA,TA,TA,328,672,GasA,TA,Y,SBrkr,672,0,672,TA,4,0,NA,Attchd,1941,Unf,1,234,TA,TA,N,8,2009,WD,Normal,113000
1214,80,RL,NA,10246,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,1Fam,SLvl,4,9,1965,2001,Gable,CompShg,TA,Gd,TA,Gd,0,648,GasA,Ex,Y,SBrkr,960,0,960,TA,3,0,NA,Attchd,1965,Unf,1,364,TA,TA,Y,5,2006,WD,Normal,145000
1215,85,RL,69,10205,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,TA,TA,TA,TA,141,925,GasA,TA,Y,SBrkr,999,0,999,TA,6,0,NA,Attchd,1962,Unf,1,300,TA,TA,Y,5,2006,WD,Normal,134500
1216,20,RL,99,7094,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,1Fam,1Story,5,5,1966,1966,Gable,CompShg,TA,TA,TA,TA,340,894,GasA,TA,Y,SBrkr,894,0,894,TA,5,0,NA,Detchd,1966,RFn,1,384,TA,TA,Y,5,2007,WD,Normal,125000
1217,90,RM,68,8930,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,TA,TA,NA,NA,0,0,GasA,TA,Y,SBrkr,1318,584,1902,TA,8,0,NA,Attchd,1978,Unf,2,539,TA,TA,Y,4,2010,WD,Normal,112000
1218,20,FV,72,8640,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,1Story,8,5,2009,2009,Gable,CompShg,Gd,TA,Gd,TA,364,1300,GasA,Ex,Y,SBrkr,1314,0,1314,Gd,6,0,NA,Attchd,2009,RFn,2,552,TA,TA,Y,9,2009,New,Partial,229456
1219,50,RM,52,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,1Fam,1.5Fin,4,5,1947,1950,Gable,CompShg,TA,TA,NA,NA,0,0,GasA,Gd,N,SBrkr,672,240,912,TA,3,0,NA,NA,NA,NA,0,0,NA,NA,N,7,2006,WD,Normal,80500
1220,160,RM,21,1680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,TA,TA,TA,TA,672,672,GasA,TA,Y,SBrkr,672,546,1218,TA,7,0,NA,NA,NA,NA,0,0,NA,NA,N,4,2006,WD,Abnorml,91500
1221,20,RL,66,7800,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,5,1964,1964,Gable,CompShg,TA,TA,TA,TA,0,912,GasA,TA,Y,SBrkr,912,0,912,TA,5,0,NA,Attchd,1964,Unf,1,288,TA,TA,Y,11,2006,WD,Abnorml,115000
1222,20,RL,55,8250,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,1Fam,1Story,5,5,1968,1968,Hip,CompShg,TA,TA,TA,TA,210,952,GasA,Ex,Y,SBrkr,1211,0,1211,TA,5,1,TA,Attchd,1968,Unf,1,322,TA,TA,Y,8,2008,WD,Normal,134000
1223,50,RL,78,10496,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,TA,TA,TA,TA,844,1040,GasA,Ex,Y,SBrkr,1168,678,1846,TA,7,1,Gd,Attchd,1949,Unf,1,315,TA,TA,Y,1,2007,WD,Normal,143000
1224,20,RL,89,10680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,3,1951,1951,Hip,CompShg,TA,TA,TA,Fa,1380,2136,GasA,TA,N,FuseA,2136,0,2136,TA,7,0,NA,Detchd,1951,Unf,2,528,TA,TA,Y,10,2006,WD,Normal,137900
1225,60,RL,60,15384,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,7,5,2004,2005,Gable,CompShg,Gd,TA,Gd,TA,64,788,GasA,Ex,Y,SBrkr,788,702,1490,Gd,8,1,Gd,Attchd,2004,Fin,2,388,TA,TA,Y,2,2008,WD,Normal,184000
1226,80,RL,65,10482,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,SLvl,6,8,1958,1958,Hip,CompShg,TA,Gd,TA,TA,81,588,GasA,Ex,Y,SBrkr,1138,0,1138,TA,6,0,NA,Attchd,1958,RFn,1,264,TA,TA,Y,6,2007,WD,Normal,145000
1227,60,RL,86,14598,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,1Fam,2Story,6,5,2007,2007,Gable,CompShg,Gd,TA,Gd,TA,894,894,GasA,Ex,Y,SBrkr,894,1039,1933,Gd,9,1,Gd,BuiltIn,2007,Fin,3,668,TA,TA,Y,1,2008,WD,Normal,214000
1228,20,RL,72,8872,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,1Fam,1Story,5,8,1965,2008,Gable,CompShg,TA,TA,TA,TA,317,912,GasA,Ex,Y,SBrkr,912,0,912,Gd,5,0,NA,Detchd,1992,Unf,2,576,TA,TA,Y,12,2008,WD,Normal,147000
1229,120,RL,65,8769,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,Ex,TA,Ex,TA,162,1702,GasA,Ex,Y,SBrkr,1702,0,1702,Ex,7,1,Gd,Attchd,2008,Fin,3,1052,TA,TA,Y,10,2008,New,Partial,367294
1230,80,RL,70,7910,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,SLvl,5,5,1960,1960,Hip,CompShg,TA,TA,TA,TA,409,1075,GasA,Gd,Y,SBrkr,1507,0,1507,TA,7,0,NA,Basment,1960,Unf,1,404,TA,TA,Y,8,2008,WD,Normal,127000
1231,90,RL,NA,18890,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Duplex,1.5Fin,5,5,1977,1977,Shed,CompShg,TA,TA,Gd,TA,652,1361,GasA,Ex,Y,SBrkr,1361,1259,2620,TA,12,1,TA,BuiltIn,1977,RFn,2,600,TA,TA,N,8,2007,WD,Normal,190000
1232,90,RL,70,7728,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,TA,TA,TA,TA,303,1106,GasA,TA,Y,SBrkr,1190,0,1190,TA,6,0,NA,Attchd,1962,Unf,2,540,TA,TA,Y,5,2006,WD,Normal,132500
1233,90,RL,70,9842,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Duplex,1Story,4,5,1962,1962,Gable,CompShg,TA,TA,NA,NA,0,0,GasA,TA,Y,SBrkr,1224,0,1224,TA,6,0,NA,CarPort,1962,Unf,2,462,TA,TA,Y,3,2007,WD,Normal,101800
1234,20,RL,NA,12160,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,5,1959,1959,Hip,CompShg,TA,TA,TA,TA,188,1188,GasA,Fa,Y,SBrkr,1188,0,1188,TA,6,0,NA,Attchd,1959,RFn,2,531,TA,TA,Y,5,2010,COD,Abnorml,142000
1235,70,RH,55,8525,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SWISU,1Fam,2Story,5,6,1911,1950,Gable,CompShg,TA,TA,TA,TA,940,940,GasA,TA,N,FuseA,1024,940,1964,TA,7,0,NA,NA,NA,NA,0,0,NA,NA,N,11,2008,WD,Abnorml,130000
1236,70,RL,96,13132,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,1Fam,2Story,5,5,1914,1950,Gable,CompShg,TA,TA,Gd,TA,747,747,GasA,Gd,Y,FuseF,892,892,1784,TA,9,0,NA,Detchd,1914,Unf,1,180,Fa,Fa,N,7,2006,WD,Normal,138887
1237,160,RL,36,2628,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,Gd,TA,Gd,TA,764,764,GasA,Ex,Y,SBrkr,764,862,1626,Gd,6,0,NA,BuiltIn,2003,RFn,2,474,TA,TA,Y,6,2010,WD,Normal,175500
1238,60,RL,41,12393,Pave,NA,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,1Fam,2Story,7,5,2004,2005,Gable,CompShg,Gd,TA,Gd,TA,847,847,GasA,Ex,Y,SBrkr,847,1101,1948,Gd,8,1,Gd,BuiltIn,2004,Fin,2,434,TA,TA,Y,9,2006,WD,Normal,195000
1239,20,RL,63,13072,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,1Fam,1Story,6,5,2005,2005,Gable,CompShg,Gd,TA,Gd,TA,1141,1141,GasA,Ex,Y,SBrkr,1141,0,1141,TA,6,0,NA,Detchd,2005,Unf,2,484,TA,TA,Y,3,2006,WD,Abnorml,142500
1240,20,RL,64,9037,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber,1Fam,1Story,8,5,2006,2006,Hip,CompShg,Gd,TA,Gd,TA,1048,1476,GasA,Ex,Y,SBrkr,1484,0,1484,Ex,6,1,Gd,Attchd,2006,RFn,2,472,TA,TA,Y,12,2007,WD,Normal,265900
1241,60,RL,65,8158,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,7,5,2003,2003,Gable,CompShg,Gd,TA,Gd,TA,334,884,GasA,Ex,Y,SBrkr,884,884,1768,Gd,8,0,NA,Attchd,2003,RFn,2,543,TA,TA,Y,7,2008,WD,Normal,224900
1242,20,RL,83,9849,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,1Story,7,6,2007,2007,Hip,CompShg,Gd,TA,Gd,TA,1689,1689,GasA,Ex,Y,SBrkr,1689,0,1689,Gd,7,0,NA,Attchd,2007,RFn,3,954,TA,TA,Y,6,2007,New,Partial,248328
1243,85,RL,85,10625,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,SFoyer,7,6,1974,1974,Gable,CompShg,TA,TA,Gd,TA,0,1053,GasA,TA,Y,SBrkr,1173,0,1173,Gd,6,2,TA,Attchd,1974,RFn,2,528,TA,TA,Y,1,2010,WD,Family,170000
1244,20,RL,107,13891,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,1Story,10,5,2006,2006,Gable,CompShg,Ex,TA,Ex,Gd,690,2076,GasA,Ex,Y,SBrkr,2076,0,2076,Ex,7,1,Gd,Attchd,2006,Fin,3,850,TA,TA,Y,9,2006,New,Partial,465000
1245,70,RL,NA,11435,Pave,NA,IR1,HLS,AllPub,Corner,Mod,Crawfor,1Fam,2Story,8,7,1929,1950,Gable,CompShg,TA,TA,Gd,TA,792,792,GasA,Fa,Y,SBrkr,792,725,1517,Gd,7,2,Gd,Detchd,1931,Unf,2,400,TA,TA,Y,6,2006,WD,Normal,230000
1246,80,RL,78,12090,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,SLvl,6,7,1984,2003,Hip,CompShg,TA,TA,Gd,TA,585,585,GasA,Ex,Y,SBrkr,1140,728,1868,TA,7,1,TA,BuiltIn,1984,Fin,2,477,TA,TA,Y,1,2007,WD,Abnorml,178000
1247,60,FV,65,8125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,2Story,7,5,2005,2006,Gable,CompShg,Gd,TA,Gd,TA,756,756,GasA,Ex,Y,SBrkr,756,797,1553,Gd,6,0,NA,Attchd,2005,RFn,2,615,TA,TA,Y,3,2006,New,Partial,186500
1248,80,RL,NA,12328,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,TA,TA,TA,TA,473,1012,GasA,TA,Y,SBrkr,1034,0,1034,TA,6,0,NA,Attchd,1976,Unf,3,888,TA,TA,Y,5,2010,WD,Normal,169900
1249,75,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,2.5Unf,6,5,1917,1950,Gable,CompShg,TA,TA,Gd,TA,416,735,OthW,Fa,N,SBrkr,1134,924,2058,TA,8,1,Gd,Detchd,1950,Unf,2,396,Fa,Fa,P,4,2008,WD,Normal,129500
1250,20,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,7,1950,1950,Gable,CompShg,TA,TA,TA,TA,246,876,GasA,TA,Y,SBrkr,988,0,988,TA,6,0,NA,Attchd,1950,Unf,1,276,TA,TA,Y,5,2007,WD,Normal,119000
1251,20,RL,93,11160,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,1Fam,1Story,7,5,1968,1968,Hip,CompShg,Gd,TA,TA,TA,1045,2110,GasA,Ex,Y,SBrkr,2110,0,2110,Ex,8,2,TA,Attchd,1968,Fin,2,522,TA,TA,Y,4,2010,WD,Normal,244000
1252,120,RL,NA,3136,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,Gd,TA,Gd,TA,1405,1405,GasA,Ex,Y,SBrkr,1405,0,1405,Gd,6,1,Gd,Attchd,2003,RFn,2,478,TA,TA,Y,3,2006,WD,Normal,171750
1253,20,RL,62,9858,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,1Fam,1Story,5,6,1968,1968,Gable,CompShg,TA,TA,TA,TA,354,864,GasA,TA,Y,SBrkr,874,0,874,TA,5,0,NA,Attchd,1968,RFn,1,288,TA,TA,Y,11,2009,WD,Normal,130000
1254,60,RL,NA,17542,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Veenker,1Fam,2Story,7,7,1974,2003,Gable,CompShg,Gd,TA,TA,TA,36,1192,GasA,TA,Y,SBrkr,1516,651,2167,Gd,9,2,Gd,Attchd,1974,RFn,2,518,TA,TA,Y,7,2007,WD,Normal,294000
1255,60,RL,60,6931,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,1Fam,2Story,7,5,2003,2004,Gable,CompShg,Gd,TA,Gd,TA,746,746,GasA,Ex,Y,SBrkr,760,896,1656,Gd,7,1,Gd,BuiltIn,2003,Fin,2,397,TA,TA,Y,7,2008,WD,Normal,165400
1256,50,RM,52,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,1Fam,1.5Fin,6,6,1931,1950,Gable,CompShg,TA,TA,TA,Fa,459,884,GasA,TA,Y,FuseA,959,408,1367,TA,6,1,Gd,Detchd,1978,Unf,1,560,TA,TA,Y,11,2007,WD,Normal,127500
1257,20,RL,91,14303,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,1Fam,1Story,8,5,1994,1994,Hip,CompShg,Gd,TA,Gd,TA,672,1986,GasA,Ex,Y,SBrkr,1987,0,1987,Gd,7,1,TA,Attchd,1994,Fin,2,691,TA,TA,Y,8,2008,WD,Normal,301500
1258,30,RL,56,4060,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,1Fam,1Story,5,8,1922,1950,Gable,CompShg,TA,TA,Fa,TA,864,864,GasA,Ex,Y,SBrkr,864,0,864,TA,4,0,NA,NA,NA,NA,0,0,NA,NA,Y,7,2009,WD,Normal,99900
1259,80,RL,59,9587,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,Gd,TA,Gd,TA,201,856,GasA,Ex,Y,SBrkr,1166,0,1166,Gd,5,0,NA,Attchd,2005,Fin,2,400,TA,TA,Y,7,2008,WD,Normal,190000
1260,20,RL,65,9750,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NAmes,1Fam,1Story,6,8,1969,1969,Gable,CompShg,TA,TA,Gd,TA,14,1054,GasA,Gd,Y,SBrkr,1054,0,1054,TA,6,0,NA,Attchd,1969,Unf,2,460,TA,TA,Y,7,2008,WD,Normal,151000
1261,60,RL,NA,24682,Pave,NA,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,1Fam,2Story,6,5,1999,1999,Gable,CompShg,TA,TA,Gd,TA,841,841,GasA,Ex,Y,SBrkr,892,783,1675,TA,7,1,TA,BuiltIn,1999,Fin,2,502,TA,TA,Y,6,2009,WD,Normal,181000
1262,20,RL,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,6,1956,1956,Hip,CompShg,TA,TA,TA,TA,546,1050,GasA,Gd,Y,SBrkr,1050,0,1050,TA,5,0,NA,Attchd,1956,Unf,1,338,TA,TA,Y,6,2009,WD,Normal,128900
1263,50,RL,NA,11250,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,TA,TA,TA,TA,1104,1104,GasA,Ex,Y,FuseA,1104,684,1788,TA,8,2,TA,Attchd,1957,Unf,1,304,TA,TA,Y,11,2009,WD,Normal,161500
1264,70,RL,60,13515,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,1Fam,2Story,6,6,1919,1950,Gambrel,CompShg,TA,TA,TA,TA,764,764,GasA,Ex,Y,FuseA,1060,764,1824,TA,8,1,Gd,Detchd,1940,Unf,2,520,TA,TA,N,7,2007,WD,Normal,180500
1265,120,RH,34,4060,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,Gd,TA,Gd,TA,1139,1405,GasA,Ex,Y,SBrkr,1337,0,1337,Gd,5,0,NA,Attchd,1998,Fin,2,511,TA,TA,Y,8,2008,COD,Abnorml,181000
1266,160,FV,35,3735,Pave,NA,Reg,Lvl,AllPub,FR3,Gtl,Somerst,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,Gd,TA,Gd,TA,241,691,GasA,Ex,Y,SBrkr,713,739,1452,Gd,6,0,NA,Detchd,1999,Unf,2,506,TA,TA,Y,3,2006,WD,Normal,183900
1267,190,RM,60,10120,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,OldTown,2fmCon,2.5Unf,7,4,1910,1950,Hip,CompShg,Fa,TA,TA,TA,925,925,GasA,TA,N,FuseF,964,925,1889,TA,9,1,Gd,Detchd,1960,Unf,1,308,TA,TA,N,1,2007,WD,Normal,122000
1268,20,RL,89,13214,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber,1Fam,1Story,9,5,2008,2009,Hip,CompShg,Ex,TA,Ex,TA,2002,2002,GasA,Ex,Y,SBrkr,2018,0,2018,Ex,10,1,Gd,Attchd,2009,Fin,3,746,TA,TA,Y,5,2010,WD,Normal,378500
1269,50,RL,NA,14100,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Crawfor,1Fam,1.5Fin,8,9,1935,1997,Gable,CompShg,TA,Gd,TA,TA,536,728,GasA,Ex,Y,SBrkr,1968,1479,3447,Gd,11,2,Gd,BuiltIn,1982,Unf,3,1014,TA,TA,Y,5,2008,WD,Normal,381000
1270,50,RL,78,11344,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,TA,TA,TA,TA,414,874,GasW,TA,Y,FuseA,874,650,1524,TA,7,0,NA,Attchd,1958,Unf,1,315,TA,TA,Y,7,2007,WD,Normal,144000
1271,40,RL,NA,23595,Pave,NA,Reg,Low,AllPub,Inside,Sev,ClearCr,1Fam,1Story,7,6,1979,1979,Shed,WdShake,Gd,TA,Gd,TA,74,1332,GasA,TA,Y,SBrkr,1332,192,1524,Gd,4,1,TA,Attchd,1979,Fin,2,586,TA,TA,Y,4,2010,WD,Normal,260000
1272,20,RL,NA,9156,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,1Story,6,7,1968,1968,Hip,CompShg,TA,TA,TA,TA,1489,1489,GasA,Gd,Y,SBrkr,1489,0,1489,Gd,7,1,Gd,Attchd,1968,RFn,2,462,TA,TA,Y,8,2009,WD,Normal,185750
1273,20,RL,NA,13526,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,1Fam,1Story,5,6,1965,1965,Hip,CompShg,TA,TA,TA,TA,0,935,GasA,TA,Y,SBrkr,935,0,935,TA,5,0,NA,Attchd,1965,Unf,1,288,TA,TA,Y,11,2006,WD,Normal,137000
1274,80,RL,124,11512,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Edwards,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,TA,TA,TA,TA,300,1019,GasA,Gd,Y,SBrkr,1357,0,1357,Ex,5,1,Gd,Basment,1959,RFn,1,312,TA,TA,Y,5,2008,WD,Normal,177000
1275,50,RL,53,5362,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,1Fam,1.5Fin,5,6,1910,2003,Gable,CompShg,TA,TA,TA,TA,661,661,GasA,Ex,Y,SBrkr,661,589,1250,TA,8,1,Gd,Detchd,1985,Unf,2,552,TA,TA,Y,11,2007,WD,Normal,139000
1276,90,RL,95,11345,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Duplex,2Story,5,5,1948,1950,Gable,Roll,TA,TA,TA,TA,708,928,GasA,Gd,Y,FuseA,928,992,1920,TA,10,0,NA,Detchd,1948,Unf,2,400,TA,Fa,Y,7,2007,WD,Normal,137000
1277,60,RL,NA,12936,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,1Fam,2Story,6,6,1972,1972,Gable,CompShg,TA,TA,TA,Gd,130,723,GasA,TA,Y,SBrkr,735,660,1395,TA,6,1,TA,Attchd,1972,Unf,2,497,TA,TA,Y,12,2009,WD,Normal,162000
1278,80,RL,NA,17871,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,TA,TA,Gd,TA,1152,1680,GasA,Fa,Y,SBrkr,1724,0,1724,TA,7,1,Gd,Attchd,1967,RFn,2,480,TA,TA,Y,6,2009,WD,Normal,197900
1279,60,RL,75,9473,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,8,5,2002,2002,Gable,CompShg,Gd,TA,Gd,TA,324,1128,GasA,Ex,Y,SBrkr,1128,903,2031,Gd,7,1,Gd,Attchd,2002,RFn,2,577,TA,TA,Y,3,2008,WD,Normal,237000
1280,50,C (all),60,7500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,1Fam,1.5Fin,4,4,1920,1950,Gable,CompShg,TA,Gd,TA,TA,698,698,GasA,TA,Y,FuseA,698,430,1128,TA,6,0,NA,Detchd,1980,RFn,2,528,TA,TA,Y,4,2010,COD,Abnorml,68400
1281,20,RL,67,9808,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2002,2002,Gable,CompShg,Gd,TA,Gd,TA,785,1573,GasA,Ex,Y,SBrkr,1573,0,1573,Gd,6,0,NA,Attchd,2002,RFn,2,544,TA,TA,Y,3,2009,WD,Normal,227000
1282,20,RL,50,8049,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,1Fam,1Story,7,5,1990,1990,Hip,CompShg,TA,TA,Gd,TA,256,1309,GasA,TA,Y,SBrkr,1339,0,1339,TA,6,1,TA,Attchd,1990,Fin,2,484,Gd,Gd,Y,7,2006,WD,Normal,180000
1283,20,RL,61,8800,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,5,7,1977,2008,Gable,CompShg,TA,TA,Gd,TA,364,1040,GasA,TA,Y,SBrkr,1040,0,1040,Gd,5,0,NA,Detchd,1977,Unf,2,484,TA,TA,Y,9,2009,WD,Normal,150500
1284,90,RL,94,9400,Pave,NA,Reg,Low,AllPub,Corner,Gtl,Mitchel,Duplex,2Story,6,5,1971,1971,Mansard,CompShg,TA,TA,TA,TA,912,912,GasA,TA,Y,SBrkr,912,912,1824,TA,8,0,NA,NA,NA,NA,0,0,NA,NA,Y,4,2010,WD,Normal,139000
1285,50,RL,50,9638,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,1Fam,1.5Fin,6,7,1919,1990,Gable,CompShg,TA,TA,TA,TA,804,804,GasA,Ex,Y,SBrkr,1699,748,2447,Gd,10,1,Gd,Detchd,1969,Unf,1,336,TA,TA,Y,3,2010,WD,Normal,169000
1286,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,TA,Fa,TA,TA,780,780,GasA,Ex,Y,FuseF,825,587,1412,TA,6,1,Gd,Detchd,1939,Unf,1,280,TA,TA,Y,5,2009,WD,Normal,132500
1287,20,RL,NA,9790,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,1Fam,1Story,6,5,1963,1963,Hip,CompShg,TA,TA,TA,TA,678,1328,GasA,TA,Y,SBrkr,1328,0,1328,TA,6,2,Gd,Attchd,1963,Unf,2,528,TA,TA,Y,6,2010,WD,Normal,143000
1288,20,RL,NA,36500,Pave,NA,IR1,Low,AllPub,Inside,Mod,ClearCr,1Fam,1Story,5,5,1964,1964,Gable,CompShg,TA,Gd,TA,TA,812,1624,GasA,Fa,Y,SBrkr,1582,0,1582,TA,7,0,NA,Attchd,1964,Unf,2,390,TA,TA,N,6,2006,WD,Normal,190000
1289,120,RL,40,5664,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,Gd,TA,Gd,TA,343,1501,GasA,Ex,Y,SBrkr,1659,0,1659,Ex,5,1,Ex,Attchd,2000,Fin,2,499,TA,TA,Y,10,2009,WD,Normal,278000
